,x,y
0,65.24979910228555,80.3818734121062
1,79.60450446139878,43.40972222330496
2,31.342109151416526,41.826291712336676
3,52.88707806438795,31.278320155326565
4,54.263786022897676,49.81543128648053
5,60.285623444124596,87.43567046230015
6,43.38594995050258,14.434100504349157
7,72.271994120928,26.596357565183474
8,33.66685255014799,5.399696238141111
9,61.54593506720641,31.04896562961202
10,47.138241688022276,26.749593970672812
11,42.47145021152941,63.07031900499037
12,78.53472488025128,76.72844948420598
13,57.11763156808653,68.32333508182684
14,39.36830529279114,57.34814483320777
15,87.14980551703403,57.09713231030576
16,83.86780421223264,90.50514576327153
18,55.76638062593327,8.688817947103903
19,47.01769544721279,61.22701872831814
22,72.48617822016655,47.98773929417548
23,45.22768057522448,92.0723693813737
24,41.70032758466087,14.02195982351018
26,44.64391556833739,60.58895869421027
27,49.74234015806248,53.96905416656307
28,56.12132060051748,81.05697663936101
29,58.179228860932625,56.805479465172425
30,62.815581344669894,75.17053291587297
31,55.26042003199929,37.87339904710505
32,48.439965814958875,44.03396837685467
33,31.934479533905396,8.569884942419481
34,61.3926581368499,29.675036836106255
35,81.58404963757943,88.7460050809426
36,63.559604146419986,12.771731126810394
37,50.118585450136806,83.37149275037119
38,52.31646189700618,65.75056040963038
39,34.56027586432695,92.60142728196011
40,42.761688552842415,86.96444432272992
41,64.11121320832973,97.02417438533878
42,69.75533970492883,70.95796980417352
44,68.31738185417515,67.88568705502212
45,59.258180844294195,33.22560401725749
46,30.688064728264393,31.817047028888773
47,53.931799653803516,85.3865445553892
48,44.80503772524934,22.698737258451533
49,39.83162848190271,39.62137944479152
50,54.226151248857605,68.30008905592315
51,64.65250196266066,41.143597398151044
52,49.04385952078335,42.955572556344904
53,80.92075822186216,60.12442359787613
54,50.31933019869809,42.11218693686857
55,57.64162013949547,84.24063031190407
56,42.10293359669974,38.49574297710692
57,47.74363738037192,56.50629852159143
58,61.03460681265246,26.073730529108094
59,27.97812885371695,7.668159617236038
60,49.61063500705761,70.85487173323753
